,Text,Topic,Text Length,
2987,"Find all endless limited sequences of natural numbers
A1, A2, A3, ..., for all members of which, starting from the third, is completed",6,150,
2988,"The numbers from 1 to 10,000 are painted in two colors - black and white.For move
It is allowed to choose any number from 1 to 10,000 and repaint it and all numbers,
Not mutually simple with it, in the opposite color.At first, all numbers were black.
Is it possible to achieve that all numbers will become white in a few moves?",6,305,
2989,"a and b are such various natural numbers that
AB (A + B) is divided into A² + Ab + B².Prove that | a - b |>.",6,115,
2990,"Find all such natural n, which with some different
natural a, b, c and d among numbers",6,98,
2991,"Is there such an endless increasing arithmetic progression
{an} from natural numbers that the work
A ... an+9 is divided into amount
an +... +an +9 with any natural n?",6,186,
2992,"A and B are natural numbers.Show that if 4AB - 1 divides (4A² - 1) ², then A = b.",6,87,
2993,"The spider in the forest weaved a web.Long threads tied to branches.And a butterfly flew into this web.In one stroke, a butterfly or spider can move along a section of the thread to the adjacent point of the crossing of the threads;The butterfly can also get to the end of the thread (branch) if before that it was at the next intersection point.
They go in turn, the butterfly begins.If the butterfly was able to get to the branches, she was saved (this is her victory).If the spider got to the butterfly, he eats it (and this is his victory).Such an outcome is also possible when no one wins, and the game lasts
endlessly.

 A) How will the game end in a situation depicted in the figure?(The web has four rings and seven radius.
 b) How will the game end if there are three rings, and seven radii?
 c) how will the game end if there are four rings and ten radii?
 d) disassemble the general case: k ≥ 2 rings and R ≥ 3 radii.",6,862,
2994,"The player has M gold and N silver coins.At the beginning of everyone
The player puts some coins on red, some on black (you can not put anything on one of the colors at all, some of the coins can not be put anywhere).At the end of each round, the croupier announces that one of the flowers won.The croupier gives the betting on the color to the player, doubleting the number of coins of each species in it, and takes a bet on the loser of color.The player wants his coins of one species to become exactly three times more than the other (in particular, he will arrange to remain completely without money).At what M and N the croupier will not be able to interfere with him?",6,618,
2995,"Pete and Vasya presented the same sets from n weights, in which the masses of any two weights differ no more than 1.25 times.Petya managed to divide all the weights of his set into 10 equal in weight of the groups, and Vasya managed to divide all the weights of his set into 11 equal in mass of the groups.Find the smallest possible value N.",6,313,
2996,"For each natural n, we denote through SN the sum of the first n simple numbers: S1 = 2, S2 = 2 + 3 = 5, S3 = 2 + 3 + 5 = 10, ....
Can two in a row of coming members of the sequence (SN) be squares of natural numbers?",6,229,
2997,"Natural numbers X and Y are given from the segment [2, 100].Prove that with a certain natural n, the number x2n + y2n is composite.",6,124,
2998,"In a circle there are 100 pellets.A coin is hidden under one of them.In one move, it is allowed to turn the four pel up and check whether the coin lies under one of them.After that, they are returned to its original position, and the coin moves under one of the neighboring pellets with it.What is the smallest number of moves for sure to find a coin?",6,347,
2999,"2009 numbers are placed on the circle, each of which is 1 or -1, and not all numbers are the same.Consider all kinds of dozens of standing numbers.We find the works of numbers in every ten and add them.What is the largest amount to turn out?",6,255,
3000,"Are there three mutually simple in the aggregate of natural numbers, the square of each of which is divided by the amount of the two remaining?",6,129,
3001,"The rational numbers x, y and z are such that all numbers x + y² + z², x² + y + z² and x² + y² + z are whole.Prove that the number is 2x.",6,130,
3002,"There are 11 bags with coins and scales with two cups and arrow, which
They show on which cup the load is heavier and how much.It is known that in one bag all the coins are false, and in the rest - all coins are real.All
Real coins have the same weight, and all fake coins are also the same,
But another weight.For what is the smallest number of weighings can be determined in which
Are there fake coins for the bag?",6,415,
3003,"There are 13 weights.It is known that any 12 of them can be laid out into two cups of scales, six into each balance.
Prove that all weights have the same mass if it is known that:
 a) the mass of each weight is equal to the whole number of grams;
 b) the mass of each weight is equal to the rational number of grams;
 c) the mass of each weight can be equal to any real (non -negative) number.",6,410,
3004,"The number 6 was recorded in the computer memory cell. Next, the computer takes a million steps.At the step number n, he increases the number in the cell by the largest total divider of this number and n.Prove that at every step the computer increases the number in the cell by either 1 or by a simple number.",6,275,
3005,"On the plane, many S is given, consisting of a single number of points, no three of which lie on one straight line.
Prove that S can be divided into two sets X and Y so that the convex membranes of Conv X and Conv Y are equally peeled.",6,238,
3006,"Whole non -negative numbers X and Y satisfy equality
x² - mxy + y² = 1 (1) then and only when x and y are neighboring members of the sequence (2): a0 = 0, a1 = 1, a2 = m, a3 = m² - 1, a4 = m³ - 2m, A5 = M4 - 3M² + 1, ... in which AK + 1 = MAK - AK -1 for any K 0. Prove it.",6,308,
3007,"Prove that the numbers 1, 2, ..., N, at any N> 1 cannot be divided into two sets so that the work of the numbers of one of them is equal to the product of the numbers of the other.",6,168,
3008,"Is it possible to divide each side of the square into 100 parts so that from
The resulting 400 segments could not be made up of any rectangle, different from the original square?",6,187,
3009,"Prove that for any K> 1 there is such a degree of deuce that among the K of its last numbers, at least half is nine.
(For example, 212 = ... 96, 253 = ... 992.)",6,176,
3010,"Prove that there are infinitely many such composite n that
3N - 1 - 2N - 1 multiple n.",6,90,
3011,"On the table are three piles of matches.There are 100 matches in the first heap, in the second - 200, and in the third - 300. Two play such a game.They go in turn, in one move the player must remove one of the piles, and divide any of the remaining into two non -empty parts.The loser is considered to be the one who cannot make a move.Who will win with the right game: a beginner or his partner?",6,367,
3012,"Prove that for any natural number A1> 1 there is such an increasing sequence of natural numbers A1, A2, A3, ..., ...,
What is divided into A1 + A2 + ... + AK for all K ≥ 1.",6,196,
3013,"Find all such unclean natural n> 1, which for any mutually simple dividers a and b of the number n the number a + b - 1 is also a divider n.",6,148,
3014,"Is it possible to arrange natural numbers in the cells of an endless checkered sheet so that with any natural m, n> the sum of numbers in any rectangle M × N cells is divided into M + N?",6,200,
3015,"Is there such a natural number n> 101000, not divided into 10, which in its decimal recording can be
rearrange two different non -zero numbers so that many of its simple
Did you change dividers?",6,208,
3016,"Is there such an endless increasing sequence A1, A2, A3, ... natural numbers that the sum of any two different members of the sequence is mutually simple with the sum of any three different members of the sequence?",6,228,
3017,"N numbers X1, X2, ..., XN, each of which is 1 or -1, are written around the circle, and the sum of the works of neighboring numbers is zero and in general for each k = 1, 2, ..., n - 1 sumworks of numbers that are detached from each other to k seats is zero
(that is, x1x2 + x2x3 + ... + xnx1 = 0,
x1x3 + x2x4 + ... + xnx2 = 0, x1x4 + x2x5 + ... + xnx3 = 0 and so on;For example, for n = 4 you can take one of the numbers equal to –1, and the other three - equal to 1).
 a) Prove that n is a square of the whole number.
 b)* Is there such a set of numbers for n = 16?",6,558,
3018,"There are blue and red dots on the circle.It is allowed to add a red point and change the colors of its neighbors, as well as remove the red point and change the colors of its former neighbors.Let only two red dots (less than two points are not allowed to leave).To prove that for several allowed operations it is impossible to get a picture consisting of two blue points.",6,372,
3019,"Find all such natural numbers n, which for any two of it is mutually
Simple dividers A and B the number A + B - 1 is also a divider N.",6,141,
3020,"The diagonal of the correct 2006-angle P is called good if its ends divide the border P into two parts, each of which contains an odd number of the parties.Parties P are also called good.Let P be divided into triangles in 2003 with diagonals, no two of which have common points inside P. What is the largest number of isosceles triangles, each of which has two good sides, can have such a breakdown?",6,425,
3021,"2009 identical squares were laid on the checkered plane, the sides of which go on the sides of the cells.Then all the cells that were covered with an odd number of squares were noted.Prove that the marked cells are no less than the cells in one square.",6,242,
3022,"The Martian Metro on the plan has the appearance of a closed self -shifting line,
Moreover, at one point only one self -overeat can occur.(The line does not concern itself anywhere.) To prove that the tunnel with such a plan can be dug so that the train will pass alternately under and over the crossing line.",6,304,
3023,"We will begin to count the fingers on the right hand: the first is the little finger, the second is the nameless, the third is the middle, the fourth is the index, the fifth is large, the sixth is again index, the seventh - again the average, again,
eighth - nameless, ninth - little finger, tenth - nameless
etc.What finger will be in a row 1992?",6,298,
3024,"Dunno boasted his outstanding abilities to multiply the numbers ""in the mind.""To check it, Znayka invited him to write a number, to change his numbers and say the result.“1210,” Dunno blurted out immediately.- ""You're wrong!""- He said, thinking, Znayka.How did he find a mistake without knowing the original number?",6,321,
3025,"In the box are blue, red and green pencils.Only 20 pieces.There are 6 times more blue than green, red than blue.
How many red pencils are there in a box?",6,168,
3026,Simple numbers have only two different divisors - a unit and this number itself.And what numbers have only three different divisors?,6,128,
3027,"Volodya had more nuts than Pavlik.If Volodya gave Pavlik as many nuts as he had, then both boys have
Nuts would become equally.But instead, Volodya gave Pavlik completely
a few nuts (not more than five), and the rest equally divided between
Three proteins.How many nuts did Volodya give Pavlik?",6,321,
3028,"a) Can the number composed only of the fours be divided by a number made only from three?
b) but vice versa?",6,117,
3029,Record to the number 10 on the right and left the same figure so that the resulting four -digit number is divided by 12.,6,113,
3030,"The same number of nights of the same number of nights, somewhat identical in number of brigades.Each watchman slept more than nights than watchmen in the brigade, but less than the number of brigades.How many watchmen in the brigade, if all the watchmen slept together 1001 people orno?",6,252,
3031,"The Guinness Book of Records says that the most famous simple number
equal to 23021377 - 1. Is this not a typo?",6,118,
3032,"Three simple numbers P, Q and R, large 3, form arithmetic progression: Q = P + D, R = P + 2D.Prove that D is divided into 6.",6,130,
3033,"P and Q are simple numbers, large 3. To prove that p² - Q² is divided by 24.",6,73,
3034,"Find the smallest K, in which k!divided into 2040.",6,59,
3035,To prove that the work N of the first simple numbers is not a complete square.,6,80,
3036,Prove that the equation 1/A + 1/B + 1/C + 1/D + 1/E + 1/F = 1 does not have solutions in odd natural numbers.,6,113,
3037,Find the last two digits in the decimal record of the number 1!+ 2!+ ... + 2001!+ 2002!.,6,86,
3038,"Prove that the composite number N always has a divider, larger 1, but not larger.",6,83,
3039,"In the cells of the chessboard, natural numbers from 1 to 64 are recorded in random order (exactly one number is recorded in each cage and each number is recorded exactly once).Can a situation with a chess party develop when the sum of numbers recorded in cells occupied by figures is exactly half the sum of numbers recorded in cells free from figures?",6,357,
3040,"Natural number N is written in the decimal number system.It is known that if some figure is included in this record, then N is divided aimed at this figure (0 does not occur in the record).What is the maximum number of different numbers contain this entry?",6,245,
3041,"P (x) - polynomial with whole coefficients.It is known that for some whole A and B equality is performed: p (a) - p (b) = 1.
Prove that A and B differ by 1.",6,163,
3042,"a) In each top of the cube, the number 1 or number 0 is written. On each edge of the cube, the sum of four numbers written in the vertices of this face is written.Could it turn out that all the numbers written on the faces are different?
b) the same question, if the vertices are written numbers 1 or –1.",6,268,
3043,"In table 4 × 4, natural numbers were recorded.Could it turn out that the amount of numbers in each next line is 2 more than in the previous one, and the sum of the numbers in each next column is 3 larger than in the previous one?",6,211,
3044,The number was multiplied by the amount of its numbers and received 2008. Find this number.,6,69,
3045,"For which n, inequalities are performed: a) n!> 2n;b) 2n> n².",6,67,
3046,Find all the simple numbers that are equal to the sum of two simple numbers and the differences in two prime numbers.,6,97,
3047,"In the rectangular triangle of the length of the sides - natural mutually simple numbers.
Prove that the length of the hypotenuse is an odd number, and the length of the legs have different part.",6,169,
3048,"Less than 50 schoolchildren are studying in the classroom.The seventh part of the students received five for the test work, the third - fourth, half - triples.The rest of the work was evaluated as unsatisfactory.How many such works were there?",6,221,
3049,"Igor and Vali have 8 × 8 in a white square, divided into 1 × 1 cells.They painted on the same number of cells on their squares in blue.Prove that it will be possible to cut these squares into Dominos 2 × 1, as from the Domino Igor and the Domino Vali can be folded along the 8 × 8 square with the same blue picture.",6,326,
3050,"Two frogs KVA and Qui participate in the ""race"" - 20 meters forward in a straight line and back.KVA overcomes 6 dm in one jump, and Qui is only 4, but Qui makes three jumps while her rival makes two.Tell me, what is the possible outcome of the competition under these circumstances?",6,276,
3051,"On the board it is written the number 12. For each minute, the number is either multiplied, or divided either by 2, or by 3, and the result is recorded on the board instead of the initial number.Prove that the number that will be written on the board in exactly one hour will not be equal to 54.",6,251,
3052,"Knowing that the number 1993 is simple, find out if there are such natural numbers X and Y that
 a) x² - y² = 1993;
 b) x³ - y³ = 1993;
 c) x4 - y4 = 1993?",6,164,
3053,"One boy on February 16, 2003 said: ""The difference between numbers
I have lived (full) months and lived (full) years today has become equal for the first time
111 "". When was he born?",6,176,
3054,"In the magic square, the sums of numbers in each line, in each column and on both diagonals are equal.
Is it possible to make a magic square 3 × 3 of the first nine simple numbers?",6,173,
3055,To prove that the sum of the squares of a square of any number cannot be equal to 1967.,6,73,
3056,"In the cells of the square table 10 × 10 there are non -zero numbers.In each
The line and in each column of all the numbers standing there arbitrarily compiled a ten -digit number.Could it turn out that out of twenty of the resulting numbers, exactly one is not divided into 3?",6,260,
3057,We will call a natural seven -digit number successful if it is divided into the work of all its numbers.Are there four consistent successful numbers?,6,149,
3058,"Prove that the difference in the number that has an odd number of digits, and the number recorded by the same numbers, but in the reverse order, is divided by 99.",6,140,
3059,"In table 8 × 8, one of the cells is painted in black, all the rest - white.Prove that by repainting the lines and columns, you cannot ensure that all the cells become white.By repainting a line or column is understood to mean a change in the color of all cells in a line or column.",6,285,
3060,To prove that the equation X² + 1990 = Y² has no solutions in integer.,6,76,
3061,Solve the equation 1 + X + X² + X³ = 2Y in natural numbers.,6,61,
3062,a) What are the first 10 natural numbers with an odd number of divisors (the unit and the number itself include the dividers).,6,127,
3063,b) Try to formulate and prove the rule that allows you to find the following such numbers.,6,89,
3064,"In the class, every boy is friends with exactly two girls, and each girl with exactly three boys.It is also known that the class has 31 pioneers and 19 desks.How many people are there in this class?",6,181,
3065,"Let A and B - integers.Prove that if A² + 9AB + B² is divided into 11, then A² - B² is divided into 11.",6,107,
3066,Dan a cube 4 × 4 × 4.Arrange in it 16 rooks so that they do not beat each other.,6,75,
3067,"When Clive entered a mathematical school, he was presented with a new watch on which there was another second shooter.
How many times per day all three arrows on such watches coincide?",6,173,
3068,The natural number A has exactly 100 different divisors (including 1 and A).Find their work.,6,94,
3069,To prove that the equation M² + N² = 1980 has no solutions in integer.,6,74,
3070,To prove that the 19x² equation - 76y² = 1976 has no solutions in integer.,6,78,
3071,"What is the minimum integer of the type 111 ... 11, divided by 333 ... 33 (100 triples)?",6,81,
3072,The convex polygon has a symmetry center.Prove that the amount of its angles is divided by 360 °.,6,93,
3073,"Given a chessboard.It is allowed to repaint in another color at once all the cells of any horizontal or vertical.
Can it get a board that has exactly one black cage?",6,191,
3074,"Prove that with N> 2N 2N - 1 and 2N + 1, they cannot be simple at the same time.",6,89,
3075,Prove that the number 11999 + 21999 + ... + 161999 is divided into 17.,6,66,
3076,"Find the final arithmetic progression with a difference of 6 maximum length, consisting of simple numbers.",6,105,
3077,"In the cells of table 3 × 3, the numbers from 1 to 9 were placed. Then they found the sum of the numbers in each line.
What is the largest number of these amounts to be a complete square?",6,166,
3078,"Yura recorded a four -digit number.Lenya added to the first number of this number 1, to the second 2, to the third 3 and to the fourth 4, and then changed the amounts received.Leni got 234. What number could Jura's recorded?",6,217,
3079,"Dunno has five cards with numbers: 1, 2, 3, 4 and 5. Help him make two numbers from these cards - three -digit and two -digit - so that the first number is divided into the second.",6,179,
3080,The last digit in the recording of a natural number in 2016 times less than the number itself.Find all such numbers.,6,101,
3081,"Add to 523 ... three digits so that the received six -digit number
It was divided into 7, 8 and 9.",6,92,
3082,"It is known that Ax³ + bx² + CX + D, where A, B, C, D - data integers, with any whole X is divided into 5. Prove that all numbers A, B, C, D are divided into 5.",6,154,
3083,"Prove that any correct fraction can be presented in the form (final)
The amount of reverse values of pair of different integers.",6,134,
3084,"The sum of the numbers of the number a is denoted through s (a).Prove that if s (a) = s (2a), then the number a is divided into 9.",6,100,
3085,To prove that the sum of the numbers of the number that is an exact square cannot be equal to 5.,6,83,
3086,Let p - a simple number that is different from 2 and 5. Prove that P4 - 1 is divided into 10.,6,82,
3087,"The student did not notice the sign of multiplication between the two three -digit numbers and wrote
One six -digit number.The result was three times more.
Find these numbers.",6,161,
3088,"Bethslaid, Tofla and Hemul played snowballs.The first snowball threw Tofla.Then
In response to every snowball that came into it, Bethshab left 6 snowballs, Hemul -
5, and Tofla - 4. After a while, the game ended.Find in whom
How many snowballs hit if 13 snowballs flew past the target.(Into oneself
they do not throw snowballs and one snow can not get into two.)",6,367,
3089,"Arithmetic progression consists of entire numbers, and its amount is the degree of deuce.
Prove that the number of progression members is also a degree of deuce.",6,144,
3090,"The student did not notice the sign of multiplication between the two three -digit numbers and wrote
One six -digit number, which turned out to be seven times larger than their work.
Find these numbers.",6,175,
3091,"There are 40 weights weighing 1 g, 2 g, ..., 40 g. Of them, 10 weights of even mass were chosen and laid on the left bowl of weights.Then 10 weights of odd mass were chosen and laid on the right bowl of weights.The scales were in equilibrium.Prove that there are two weights with a difference in the mass in 20 g.",6,283,
3092,"In space with the Cartesian coordinate system, a rectangular parallelepiped is given, the vertices of which have integer coordinates.Its volume is equal to 2011. Prove that the ribs of the parallelepiped are parallel to the coordinate axes.",6,218,
3093,It is known that the expressions 4K + 5 and 9k + 4 at some natural values K are simultaneously accurate squares.What values can take expression 7k + 4 at the same values k?,6,198,
3094,"One operation can either add 9 or erase the number 1 in any place in it.
From any natural number A, using such operations, you can get the number A + 1?
(If a unit is erased at the very beginning of the number, and zeros are immediately followed, then these zeros are also erased.)",6,282,
3095,"In the box are 2011 white and 2012 black balls.Two balls are pulled out at random.If they are of the same color, then they are thrown out and put in a box in a black ball.If they are of different colors, then they throw black, and put white back.The process continues until one ball remains in the box.What colour is he?",6,308,
3096,"In a circle costs 101 sages.Each of them either believes that the earth rotates around Jupiter, or believes that Jupiter rotates around the earth.Once
In a minute, all sages simultaneously announce their opinions.Immediately after that, every sage, both neighbors of which think differently than he, changes their opinion, and the rest do not change.Prove that after a while the opinions will cease to change.",6,390,
3097,What is the largest number of triangular faces a pentarannik?,6,71,
3098,"Find all n, in which for any two polynomials p (x) and q (x) degree n there are such single -member Axk and BXL
(0 ≤ k ≤ n, 0 ≤ l ≤ n) that the graphs of the polynomials p (x) + axk and q (x) + bxl will not have common points.",6,219,
3099,"Prove that the work of the last number of the number 2n and the sum of all numbers of this number, except for the latter, is divided by 3.",6,113,
3100,Solve the equation in integers: X³ + 3 = 4y (y + 1).,6,54,
3101,"Let p - a simple number, and A not divided into p.Prove that there is a natural number B for which AB ≡ 1 (mod p).",6,119,
3102,"In table 3 × 3, one of the corner cells is painted in black, all the rest - white.Prove that by repainting the lines and columns, you cannot ensure that all the cells become white.By repainting a line or column is understood to mean a change in the color of all cells in a line or column.",6,294,
3103,Solve in integers the equation x² + y² + z² = 4 (xy + yz + zx).,6,65,
3104,To prove that 32n - 1 A) is divided into 2N+2;b) is not divided into 2n+3.,6,70,
3105,Find all natural n for which 2n + 33 is an accurate square.,6,64,
3106,"Find the smallest meaning of expression | 36k - 5l |(K, l - natural numbers).",6,77,
3107,Solve in natural numbers equation 3n + 55 = m².,6,53,
3108,"All natural numbers are divided into good and bad.It is known that if the number m is good, then the number m + 6 is also good, and if the number n is poor, then the number n + 15 is also bad.Can there be exactly 1000 good among the first 2000 of the numbers?",6,234,
3109,"Given is given in pairs of mutually simple numbers, large 1 and smaller (2N - 1) ².Prove that there is a simple number among them.",6,126,
3110,"On the plane, a non -self -overcoming closed broken is given, no three vertices of which are on one straight line.We will call a couple of disgusting links special if the continuation of one of them crosses the other link.Prove that the number of special couples is even.",6,246,
3111,"Prove that if in the number of 12008, insert any three triples between zeros, you will get a number that is divided by 19.",6,115,
3112,"It is known that the number 2N for some natural N is the sum of two exact squares.
Prove that n is also the sum of two exact squares.",6,157,
3113,"Find natural numbers, smaller 1000 and equal to the sum of the factuals of their numbers.",6,79,
3114,Is it possible to cut 10 × 10 board into figures of four cells in the shape of the letter G?,6,77,
3115,Each letter of the source message was replaced by a double -digit serial number in the Russian alphabet according to the table:,6,111,
3116,"The resulting digital sequence was divided (from right to left) into three -digit digital groups without intersections and passes.Then, each of the three -digit numbers received was multiplied by 77 and left only the last three numbers of the work.The result was the following sequence
numbers: 317564404970017677550547850355. Restore the original message.",6,365,
3117,"Prove that for any natural n there are N in a row of natural numbers, among which exactly one is simple.",6,118,
3118,"For each natural n, give an example of a rectangle that would be cut exactly into n squares, among which there should be no more than two identical ones.",6,156,
3119,We will call a six -digit number happy if the sum of its first three digits is equal to the sum of the last three digits.Prove that the sum of all happy numbers is divided into 13. (numbers recorded by less than six digits are also considered six -digit.),6,254,
3120,"The number X is such that X² ends at 001 (in the decimal number system).
Find the last three numbers of the number X (indicate all possible options).",6,150,
3121,Solve in natural numbers equation 1!+ 2!+ ... + n!= m².,6,65,
3122,"What numbers should be set instead of stars so that the number 454 ** is divided into 2, 7 and 9?",6,85,
3123,"Prove that if (p, q) = 1 and p/q is the rational root of the polynomial p (x) = anxn + ... + a1x + a0 with whole coefficients, then
 a) A0 is divided into p;
 b) An is divided into Q.",6,185,
3124,"Prove that the schedule of the polynomial
 a) x³ + px;b) x³ + px + q;c) Ax³ + bx² + cx + D
It has a symmetry center.",6,119,
3125,"A square with the peaks in the nodes of the grid and sides 2009 long, walking along the lines of the grid, cut along the lines of the grid into several rectangles.
Prove that among them there is at least one rectangle, the perimeter of which is divided into 4.",6,230,
3126,Find all three -digit numbers whose squares end in 1001.,6,69,
3127,"On the computer screen - the number 12. Every second, the number on the screen is multiplied or divided either by 2 or 3. The result of action occurs on the screen instead of a recorded number.Exactly a minute later, a number appeared on the screen.Could this be the number 54?",6,243,
3128,"Natural numbers a, b, C, D are mutually simple and satisfy equality ab + CD = AC - 10BD.
Prove that among them there are three numbers, one of which is equal to the sum of the other two.",6,187,
3129,"In the gandbox tournament in one circle (victory - 2 points, draw - 1 point, defeat - 0) took part 16 teams.All teams scored a different number of points, and the team that took seventh place scored 21 points.Prove that the winning team at least once tied.",6,277,
3130,The number was recorded in the form of a discordable fraction.Find her denominator.,6,69,
3131,"Is it possible instead of the stars to be inserted into the expression of the NOC ( *, *, *) - the knock ( *, *, *) = 2009 In some order six consecutive natural numbers so that the equality becomes true?",6,179,
3132,"We will overturn all simple numbers in an increase in the order: P1 = 2, P2 = 3, ....
Can the arithmetic mean with some N ≥ 2 to be a simple number?",6,162,
3133,"There were 10 children in a row.In total, girls and boys were equally nuts.Each child gave the nut to each of him to the right of him.After that, girls became 25 more nuts than it was.How many girls are there?",6,219,
3134,"Petya folded 10 sequential degrees of the deuce, starting with some, and Vasya folded a certain number of consecutive natural numbers, starting with 1. Could they get the same result?",6,201,
3135,"Petya folded 100 sequential degrees of deuce, starting with some, and Vasya folded a certain number of consecutive natural numbers, starting with 1. Could they get the same result?",6,202,
3136,It is known that the rest of the division of some simple number by 60 is equal to the composition.Which?,6,96,
3137,"On the board, numbers 20 and 100 are recorded. It is allowed to add the work of any two numbers on the board on the board.Can such operations ever get the number 50 ... 0 (2015 zeros) on the board?",6,197,
3138,"A cannibal is a fantastic chess figure that can go as a chess king - to a neighboring cage vertically or horizontal, but cannot go diagonally.Two cannibals stand on the opposite corner fields of the chessboard and begin to walk in turn.The cannibal who has risen on a cage, where another cannibal is already standing, is allowed to have lunch.Who will eat whom with the right game and how does he need to play for this?",6,428,
3139,"Malvina recorded in order of 2016 ordinary correct fractions: ½, ⅓, ⅔, ¼, 2/4, ¾, ... (including reduced ones).The fractions, the value of which is less than ½, she painted red, and the rest of the fractions in blue.How many red fractions are less than the number of blue ones?",6,278,
3140,"Find the smallest natural number, multiple 99, in the decimal record of which only even figures participate.",6,110,
3141,"Of the numbers 1, 2, 3, 4, 5, 6, 7, 8, 9, nine (not necessarily different) nine -digit numbers are composed;Each of the numbers is used in each number exactly once.What is the largest number of zeros to the sum of these nine numbers?",6,240,
3142,"There are 100 points on the circle.These points are numbered by numbers from 1 to 100 in some order.
 a) Prove that with any numbering of the point, you can divide into pairs so that the segments connecting the points in pairs do not intersect, and all the amounts in pairs are odd.
 b) Is it true that with any numbering, you can divide the points into pairs so that the segments connecting the points in pairs do not intersect, and all the amounts in pairs are combined?",6,430,
3143,"A group of tourists shares cookies.If they share two identical packs equally, one extra cookies will remain.And if there are three same packs equally, there will be 13 extra cookies.How many tourists are in the group?",6,210,
3144,"Vasya conceived eight cells of a chessboard, no two of which lie in the same line or in one column.During the move, Petya puts on the board eight roles that do not beat each other, and then Vasya indicates all the boats standing on the conceived cells.If the number of roles indicated by Vasya on this course is one (that is, 0, 2, 4, 6 or 8), then Petya wins;Otherwise, all the figures are removed from the board and Petya makes the next move.What is the smallest number of moves Petya can guarantee?",6,485,
3145,"Initially, several natural numbers are recorded on the board (more than one).Then, every minute, the number equal to the sum of the squares of all the numbers already recorded on it is added to the board (so, if the number 1, 2, 2, 2, 2, then on the first minute, the number 1² + 2² + 2² were originally recorded on the board).Prove that the hundredth of the completed number has at least 100 different simple divisors.",6,385,
3146,"Table 2006 × 2006 includes the numbers 1, 2, 3, ..., 2006².
Prove that there are two numbers in cells with a common side or peak, that their amount is multiple 4.",6,160,
3147,It is known that in the decimal record of the number 229 all numbers are different.Is there a number 0 among them?,6,91,
3148,"A checkered rectangle of size 7 × 14 cut along the lines of the grid into the squares of 2 × 2 and corners of three cells.Could the squares turn out
a) as much as corners;
b) more than corners?",6,198,
3149,The natural numbers $ A $ and $ b $ are such that $ a^{n+1}+b^{n+1} $ is divided into $ A^n+b^n $ for an infinite set of different natural $ n $.Is it necessary then $ a = b $?,6,170,
3150,"The whole number of $ n $ is such that the equation $ x^2 + y^2 + z^2 - xy - yz - zx = n $ has a solution in integer numbers.
Prove that then the equation $ x^2 + y^2 - xy = n $ has a solution in integer.",6,193,
3151,"Let a, b, m, n - natural numbers, and the number a and b is mutually simple and a> 1.
Prove that if AM + BM is divided into an + BN, then M is divided into n.",6,152,
3152,Find all three -digit numbers equal to the sum of the factuals of their numbers.,6,66,
3153,"Prove that whatever the whole number n, among numbers n, n + 1, n + 2, ..., n + 9 there is at least one, mutually simple with the rest of the nine.",6,149,
3154,"To prove that the equality of x² + y² + z² = 2xyz for the whole x, y and z is possible only with x = y = z = 0.",6,101,
3155,"There are 13 weights, each of which weighs the whole number of grams.It is known that
Any 12 of them can be laid out into two cups of scales, six weights on each that the balance will come.Prove that all weights have the same weight.",6,231,
3156,"There are seven tokens with numbers 1, 2, 3, 4, 5, 6, 7.
Prove that not a single seven -digit number compiled through these tokens is divided into another.",6,156,
3157,"The square table in N² cells is filled with numbers from 1 to N so that in each line and each column there are all these numbers.If n is uncomfortable and the table is symmetrical relative to the diagonal coming from the upper left corner to the right lower, then all these numbers 1, 2, 3, ..., n.Prove.",6,309,
3158,Solve in integers equation X³ - 2y³ - 4z³ = 0.,6,53,
3159,"Dan is a sequence of numbers F1, F2, ...;F1 = F2 = 1 and
FN+2 = fn+fn+1.To prove that F5k is divided into 5 at k = 1, 2, ....",6,133,
3160,"A, b, p - any whole numbers.To prove that there are such mutually simple k, l, that AK + Bl is divided into p.",6,108,
3161,"A sheet of checkered paper with a size of 5 × n is filled with cards size
1 × 2 so that each card occupies entirely two neighboring cells.On each card, numbers 1 and -1 are written.It is known that the works of numbers according to the lines and columns of the formed table are positive.At what N is it possible?",6,292,
3162,"Find all such natural numbers n, that the number (n - 1)!Not divided into n².",6,76,
3163,The number Y is obtained from a natural number X by some rearrangement of its numbers.Prove that whatever X,6,114,
3164,"Prove that no degree of number 2 ends with four identical
numbers.",6,84,
3165,To prove that the decimal record of numbers 2n + 1974n and 1974n contain the same number of digits.,6,100,
3166,"Numbers 1, 2, 3, ..., 1982 are raised in a square and recorded in a row in
some order.
Can a multi -valued number be a complete square?",6,155,
3167,"Find such 50 natural numbers that none of them are divided into another, but
The work of every two of them is divided into any of the remaining numbers.",6,147,
3168,"Prove that with simple p> 7, the number P4 - 1 is divided by 240.",6,65,
3169,"Find all simple numbers P, Q, R, satisfying the equality PQ + QP = R.",6,75,
3170,"Prove that there is the number of species
 a) 1989 ... 19890 ... 0 (several times repeated the number 1989, and then costs a few zeros), divided into 1988;
 b) 1988 ... 1988, dividing into 1989.",6,187,
3171,"In the corner cage of the 5 × 5 table, a plus costs, and in other cells there are minuses.It is allowed in any line or any column to change signs to the opposite.Is it possible to get all the signs with pluses in a few such operations?",6,222,
3172,"To prove that there are infinitely many such pairs (a, b) of natural numbers that A² + 1 is divided into B, and B² + 1 is divided into a.",6,132,
